alpha.water,p_rgh,total(p)_coeff,p,U:0,U:1,U:2,x/c,Points:0,Points:1,Points:2,Point ID,Block Number
1,18456.6,-0.147057,18456.6,0,0,0,0.3,0.3,-0.1,-0.060007,0,2
1,18456.6,-0.147057,18456.6,0,0,0,0.3,0.3,0.1,-0.060007,1,2
1,18452.5,-0.147383,18452.5,0,0,0,0.278917,0.278917,0.1,-0.0599078,2,2
1,18452.5,-0.147383,18452.5,0,0,0,0.278917,0.278917,-0.1,-0.0599078,3,2
1,18463.4,-0.146512,18463.4,0,0,0,0.258974,0.258974,0.1,-0.0596107,4,2
1,18463.4,-0.146512,18463.4,0,0,0,0.258974,0.258974,-0.1,-0.0596107,5,2
1,18493.5,-0.144109,18493.5,0,0,0,0.240112,0.240112,0.1,-0.0591305,6,2
1,18493.5,-0.144109,18493.5,0,0,0,0.240112,0.240112,-0.1,-0.0591305,7,2
1,18542.8,-0.14018,18542.8,0,0,0,0.222274,0.222274,0.1,-0.0584807,8,2
1,18542.8,-0.14018,18542.8,0,0,0,0.222274,0.222274,-0.1,-0.0584807,9,2
1,18612.4,-0.134626,18612.4,0,0,0,0.205407,0.205407,0.1,-0.0576744,10,2
1,18612.4,-0.134626,18612.4,0,0,0,0.205407,0.205407,-0.1,-0.0576744,11,2
1,18703.5,-0.127361,18703.5,0,0,0,0.189461,0.189461,0.1,-0.0567235,12,2
1,18703.5,-0.127361,18703.5,0,0,0,0.189461,0.189461,-0.1,-0.0567235,13,2
1,18816.8,-0.11832,18816.8,0,0,0,0.174388,0.174388,0.1,-0.0556388,14,2
1,18816.8,-0.11832,18816.8,0,0,0,0.174388,0.174388,-0.1,-0.0556388,15,2
1,18953.7,-0.107398,18953.7,0,0,0,0.160143,0.160143,0.1,-0.0544304,16,2
1,18953.7,-0.107398,18953.7,0,0,0,0.160143,0.160143,-0.1,-0.0544304,17,2
1,19116.6,-0.0944001,19116.6,0,0,0,0.146683,0.146683,0.1,-0.0531076,18,2
1,19116.6,-0.0944001,19116.6,0,0,0,0.146683,0.146683,-0.1,-0.0531076,19,2
1,19307.9,-0.0791435,19307.9,0,0,0,0.133969,0.133969,0.1,-0.0516782,20,2
