# Residuals   
# Time        	p_rgh         	Ux            	Uz            	alpha.water   	k             	omega         
0             	N/A	N/A	N/A	N/A	N/A
0.156129      	3.273111e-06	1.501830e-03	1.925510e-03	1.237725e-07	1.331580e-03	3.694924e-03
0.156774      	2.664510e-06	1.498739e-03	1.938465e-03	1.240924e-07	1.327257e-03	3.658082e-03
0.157419      	2.882345e-06	1.497588e-03	1.955153e-03	1.241433e-07	1.326108e-03	3.621775e-03
0.158065      	2.643226e-06	1.496632e-03	1.972858e-03	1.247707e-07	1.326819e-03	3.586137e-03
0.15871       	2.331724e-06	1.497266e-03	1.992846e-03	1.242028e-07	1.327897e-03	3.551315e-03
0.159355      	1.922311e-06	1.497535e-03	2.007707e-03	1.224239e-07	1.330418e-03	3.517222e-03
0.16          	3.684717e-06	1.499770e-03	2.023920e-03	1.216798e-07	1.332672e-03	3.483438e-03
0.160645      	2.485646e-06	1.498623e-03	2.035742e-03	1.240168e-07	1.334662e-03	3.449952e-03
0.16129       	2.425225e-06	1.498372e-03	2.038523e-03	1.245509e-07	1.339424e-03	3.417099e-03
0.161935      	2.368266e-06	1.495562e-03	2.037285e-03	1.247414e-07	1.343506e-03	3.384799e-03
0.162581      	2.502811e-06	1.491105e-03	2.033584e-03	1.255975e-07	1.344636e-03	3.352707e-03
0.163226      	2.277650e-06	1.483575e-03	2.021549e-03	1.259282e-07	1.344007e-03	3.321012e-03
0.163871      	3.541741e-06	1.475624e-03	2.007143e-03	1.258371e-07	1.341122e-03	3.289154e-03
0.164516      	2.783959e-06	1.465006e-03	1.990941e-03	1.260747e-07	1.334083e-03	3.257344e-03
0.165161      	2.713109e-06	1.455148e-03	1.964950e-03	1.253751e-07	1.326281e-03	3.226161e-03
0.165806      	2.724770e-06	1.445350e-03	1.938070e-03	1.247469e-07	1.318086e-03	3.195255e-03
0.166452      	2.862472e-06	1.436148e-03	1.912860e-03	1.238637e-07	1.307896e-03	3.164628e-03
0.167097      	2.847387e-06	1.428118e-03	1.888839e-03	1.226138e-07	1.295452e-03	3.134704e-03
0.167742      	3.352482e-06	1.420614e-03	1.866943e-03	1.214835e-07	1.281557e-03	3.105298e-03
0.168387      	3.041938e-06	1.412006e-03	1.850387e-03	1.204499e-07	1.266498e-03	3.076165e-03
0.169032      	2.967363e-06	1.406857e-03	1.833124e-03	1.185031e-07	1.253618e-03	3.048170e-03
0.169677      	2.890745e-06	1.402289e-03	1.818629e-03	1.182494e-07	1.241889e-03	3.020652e-03
0.170323      	2.905138e-06	1.398007e-03	1.807600e-03	1.179226e-07	1.230037e-03	2.993440e-03
0.170968      	2.841775e-06	1.394498e-03	1.803037e-03	1.174282e-07	1.217201e-03	2.966677e-03
0.171613      	3.614610e-06	1.392618e-03	1.804518e-03	1.171036e-07	1.203456e-03	2.940163e-03
0.172258      	2.908472e-06	1.389051e-03	1.809713e-03	1.176865e-07	1.193632e-03	2.913575e-03
0.172903      	2.755214e-06	1.387302e-03	1.813723e-03	1.178416e-07	1.188021e-03	2.887474e-03
0.173548      	2.720607e-06	1.385657e-03	1.816651e-03	1.187011e-07	1.182858e-03	2.861609e-03
0.174194      	2.773633e-06	1.384376e-03	1.821893e-03	1.199438e-07	1.180408e-03	2.836355e-03
0.174839      	2.923398e-06	1.384182e-03	1.831036e-03	1.208384e-07	1.181931e-03	2.811337e-03
0.175484      	2.769319e-06	1.382877e-03	1.846000e-03	1.224591e-07	1.187882e-03	2.786598e-03
0.176129      	2.499043e-06	1.383777e-03	1.866891e-03	1.229123e-07	1.194365e-03	2.762497e-03
0.176774      	2.291784e-06	1.385713e-03	1.887081e-03	1.228515e-07	1.197640e-03	2.738441e-03
0.177419      	2.179539e-06	1.388244e-03	1.907915e-03	1.220158e-07	1.198591e-03	2.714545e-03
0.178065      	2.783658e-06	1.391639e-03	1.926555e-03	1.202747e-07	1.198467e-03	2.690853e-03
0.17871       	2.195634e-06	1.392991e-03	1.939079e-03	1.184393e-07	1.200866e-03	2.668706e-03
0.179355      	2.112397e-06	1.394465e-03	1.945947e-03	1.157379e-07	1.203215e-03	2.647292e-03
0.18          	2.141548e-06	1.393902e-03	1.948968e-03	1.162966e-07	1.204802e-03	2.625958e-03
0.180645      	2.167901e-06	1.390463e-03	1.946554e-03	1.165980e-07	1.204962e-03	2.604816e-03
0.18129       	2.708887e-06	1.385902e-03	1.938136e-03	1.161722e-07	1.204392e-03	2.583423e-03
0.181935      	2.185340e-06	1.379642e-03	1.928220e-03	1.156604e-07	1.202540e-03	2.561569e-03
0.182581      	2.192518e-06	1.373332e-03	1.910185e-03	1.143559e-07	1.198955e-03	2.540135e-03
0.183226      	2.265846e-06	1.367456e-03	1.889926e-03	1.129958e-07	1.194569e-03	2.518853e-03
0.183871      	2.496260e-06	1.360844e-03	1.866233e-03	1.121861e-07	1.188158e-03	2.497670e-03
0.184516      	2.957773e-06	1.355520e-03	1.845380e-03	1.139021e-07	1.181719e-03	2.476376e-03
0.185161      	2.743662e-06	1.350428e-03	1.828761e-03	1.168526e-07	1.175893e-03	2.455073e-03
0.185806      	2.800923e-06	1.347692e-03	1.813992e-03	1.195606e-07	1.169537e-03	2.434677e-03
0.186452      	2.724330e-06	1.344730e-03	1.803175e-03	1.217872e-07	1.163155e-03	2.414866e-03
0.187097      	2.657453e-06	1.341525e-03	1.795217e-03	1.230864e-07	1.153533e-03	2.395777e-03
0.187742      	3.083825e-06	1.339799e-03	1.793084e-03	1.232714e-07	1.143580e-03	2.376795e-03
0.188387      	2.492842e-06	1.338557e-03	1.800614e-03	1.233835e-07	1.132261e-03	2.356987e-03
0.189032      	2.429181e-06	1.338607e-03	1.810458e-03	1.228710e-07	1.123972e-03	2.337851e-03
0.189677      	2.414193e-06	1.338504e-03	1.819409e-03	1.220729e-07	1.118933e-03	2.319888e-03
0.190323      	2.675696e-06	1.338953e-03	1.828647e-03	1.217703e-07	1.125355e-03	2.302675e-03
0.190968      	3.017704e-06	1.339828e-03	1.837945e-03	1.208199e-07	1.129893e-03	2.285455e-03
0.191613      	2.702509e-06	1.339370e-03	1.845692e-03	1.205119e-07	1.132769e-03	2.268024e-03
0.192258      	2.615228e-06	1.339608e-03	1.851002e-03	1.198422e-07	1.137331e-03	2.250697e-03
0.192903      	2.348453e-06	1.340238e-03	1.857070e-03	1.191264e-07	1.140730e-03	2.233341e-03
0.193548      	2.202427e-06	1.342371e-03	1.869280e-03	1.183602e-07	1.142326e-03	2.215572e-03
0.194194      	2.530531e-06	1.345050e-03	1.881851e-03	1.185575e-07	1.141968e-03	2.197233e-03
0.194839      	2.082791e-06	1.346900e-03	1.901763e-03	1.204888e-07	1.141691e-03	2.177910e-03
0.195484      	2.174787e-06	1.350962e-03	1.919174e-03	1.218147e-07	1.140047e-03	2.159159e-03
0.196129      	2.125861e-06	1.355056e-03	1.932661e-03	1.228604e-07	1.142019e-03	2.143043e-03
0.196774      	2.306509e-06	1.357004e-03	1.939853e-03	1.236672e-07	1.145554e-03	2.127865e-03
0.197419      	2.686007e-06	1.357391e-03	1.942943e-03	1.233595e-07	1.144857e-03	2.112303e-03
0.197935      	3.299949e-06	1.083747e-03	1.554070e-03	1.226306e-07	9.099116e-04	1.680963e-03
0.198452      	2.008019e-06	1.092909e-03	1.574648e-03	1.213579e-07	9.105419e-04	1.670880e-03
0.198968      	1.816949e-06	1.088347e-03	1.564325e-03	1.202749e-07	9.106142e-04	1.660710e-03
0.199484      	1.799927e-06	1.083282e-03	1.552593e-03	1.199810e-07	9.090873e-04	1.650826e-03
0.2           	1.821341e-06	1.077135e-03	1.537425e-03	1.191143e-07	9.065045e-04	1.640715e-03
0.200571      	2.857085e-06	1.185033e-03	1.680733e-03	1.181881e-07	1.000524e-03	1.803549e-03
0.201198      	2.410633e-06	1.286334e-03	1.813283e-03	1.178743e-07	1.090526e-03	1.962162e-03
0.201825      	2.196386e-06	1.277672e-03	1.791546e-03	1.173613e-07	1.078712e-03	1.947043e-03
0.202452      	2.190080e-06	1.269772e-03	1.768559e-03	1.171718e-07	1.067672e-03	1.932317e-03
0.203078      	2.276762e-06	1.263635e-03	1.750062e-03	1.175029e-07	1.060641e-03	1.917826e-03
0.203705      	2.433801e-06	1.258629e-03	1.733380e-03	1.182148e-07	1.052100e-03	1.903181e-03
0.204332      	2.634047e-06	1.254792e-03	1.719815e-03	1.190307e-07	1.042178e-03	1.888463e-03
0.204959      	2.511217e-06	1.250082e-03	1.708981e-03	1.204223e-07	1.031721e-03	1.873617e-03
0.205585      	2.527779e-06	1.247789e-03	1.703995e-03	1.214212e-07	1.023379e-03	1.858629e-03
0.206212      	2.487726e-06	1.246511e-03	1.704859e-03	1.219110e-07	1.016568e-03	1.844695e-03
0.206839      	2.364705e-06	1.246062e-03	1.710755e-03	1.220565e-07	1.011342e-03	1.832001e-03
0.207465      	3.517668e-06	1.245729e-03	1.714855e-03	1.222823e-07	1.007013e-03	1.819556e-03
0.208092      	2.510621e-06	1.243686e-03	1.718688e-03	1.232694e-07	1.001966e-03	1.806371e-03
0.208719      	2.545893e-06	1.243149e-03	1.721744e-03	1.236956e-07	9.964511e-04	1.794375e-03
0.209346      	2.369499e-06	1.242272e-03	1.724297e-03	1.238903e-07	9.945108e-04	1.782523e-03
0.209972      	2.269197e-06	1.241614e-03	1.726247e-03	1.239200e-07	9.953280e-04	1.770638e-03
0.210599      	2.154081e-06	1.241088e-03	1.729735e-03	1.247261e-07	9.971378e-04	1.758531e-03
0.211226      	2.143647e-06	1.241969e-03	1.738093e-03	1.266340e-07	1.000687e-03	1.746023e-03
0.211853      	1.697939e-06	1.242042e-03	1.749559e-03	1.281669e-07	1.004612e-03	1.732987e-03
0.212479      	1.714263e-06	1.244165e-03	1.763221e-03	1.289060e-07	1.007312e-03	1.719970e-03
0.213106      	1.797678e-06	1.246878e-03	1.779009e-03	1.291285e-07	1.009273e-03	1.706763e-03
0.21368       	2.348104e-06	1.144418e-03	1.639973e-03	1.290293e-07	9.276811e-04	1.555594e-03
0.214255      	1.850866e-06	1.149960e-03	1.656488e-03	1.286446e-07	9.347364e-04	1.546774e-03
0.214829      	1.945010e-06	1.148244e-03	1.657283e-03	1.284535e-07	9.412573e-04	1.537597e-03
0.215404      	1.960760e-06	1.146433e-03	1.654656e-03	1.278309e-07	9.465695e-04	1.528653e-03
0.215978      	2.050223e-06	1.144596e-03	1.652518e-03	1.267265e-07	9.494030e-04	1.519667e-03
0.216553      	2.043630e-06	1.141927e-03	1.647179e-03	1.251498e-07	9.499030e-04	1.510379e-03
0.217127      	2.113294e-06	1.135912e-03	1.636965e-03	1.237272e-07	9.479575e-04	1.500562e-03
0.217702      	2.106455e-06	1.129850e-03	1.620651e-03	1.224652e-07	9.453998e-04	1.490838e-03
0.218276      	2.122314e-06	1.122789e-03	1.602046e-03	1.214968e-07	9.411910e-04	1.481268e-03
0.218851      	2.174256e-06	1.116042e-03	1.584388e-03	1.207668e-07	9.363426e-04	1.471821e-03
0.219425      	2.296862e-06	1.109941e-03	1.564706e-03	1.203597e-07	9.314915e-04	1.462419e-03
0.22          	2.196911e-06	1.104825e-03	1.546407e-03	1.204766e-07	9.267700e-04	1.453083e-03
0.220606      	3.587380e-06	1.161139e-03	1.612308e-03	1.210111e-07	9.726960e-04	1.522131e-03
0.221212      	2.583037e-06	1.154997e-03	1.597079e-03	1.222950e-07	9.654421e-04	1.511201e-03
0.221818      	2.540548e-06	1.150953e-03	1.582341e-03	1.235267e-07	9.578108e-04	1.500520e-03
0.222424      	2.525111e-06	1.147389e-03	1.570728e-03	1.247716e-07	9.501747e-04	1.490259e-03
0.22303       	2.518468e-06	1.144315e-03	1.561108e-03	1.258257e-07	9.426660e-04	1.479339e-03
0.223636      	2.527308e-06	1.142754e-03	1.557238e-03	1.263982e-07	9.366309e-04	1.468611e-03
0.224242      	2.439010e-06	1.142557e-03	1.562142e-03	1.263581e-07	9.326386e-04	1.458945e-03
0.224848      	2.765038e-06	1.143656e-03	1.572989e-03	1.262594e-07	9.272836e-04	1.449599e-03
0.225455      	2.753126e-06	1.144629e-03	1.583842e-03	1.262880e-07	9.241904e-04	1.440412e-03
0.226061      	2.723824e-06	1.146108e-03	1.592736e-03	1.261650e-07	9.212752e-04	1.431278e-03
0.226667      	2.720287e-06	1.146169e-03	1.596869e-03	1.259454e-07	9.169803e-04	1.423202e-03
0.227273      	3.208045e-06	1.145289e-03	1.599048e-03	1.257723e-07	9.120313e-04	1.415408e-03
0.227879      	2.983076e-06	1.142635e-03	1.597604e-03	1.258361e-07	9.123119e-04	1.407504e-03
0.228485      	2.810687e-06	1.139889e-03	1.593897e-03	1.284430e-07	9.117465e-04	1.399272e-03
0.229091      	2.446622e-06	1.137024e-03	1.589658e-03	1.304393e-07	9.103762e-04	1.390609e-03
0.229697      	2.385843e-06	1.135174e-03	1.586773e-03	1.319381e-07	9.098906e-04	1.381545e-03
0.230303      	2.089441e-06	1.133948e-03	1.589469e-03	1.331420e-07	9.104979e-04	1.371882e-03
0.230909      	2.169629e-06	1.133406e-03	1.594999e-03	1.337908e-07	9.101772e-04	1.361898e-03
0.231515      	2.216417e-06	1.133711e-03	1.599624e-03	1.337788e-07	9.093424e-04	1.352003e-03
0.232121      	2.254115e-06	1.133854e-03	1.603558e-03	1.332282e-07	9.085120e-04	1.344114e-03
0.232727      	2.084467e-06	1.133606e-03	1.603465e-03	1.322396e-07	9.094297e-04	1.336062e-03
0.233333      	2.414067e-06	1.133250e-03	1.604304e-03	1.317792e-07	9.089693e-04	1.327717e-03
0.233939      	2.222045e-06	1.132658e-03	1.601677e-03	1.314089e-07	9.082174e-04	1.319787e-03
0.234545      	2.393337e-06	1.131898e-03	1.597102e-03	1.308166e-07	9.069375e-04	1.311731e-03
0.235152      	2.033138e-06	1.130473e-03	1.591831e-03	1.302873e-07	9.054686e-04	1.303807e-03
0.235758      	2.237163e-06	1.129948e-03	1.591583e-03	1.292890e-07	9.043710e-04	1.295724e-03
0.236364      	2.002555e-06	1.127987e-03	1.588417e-03	1.280066e-07	9.014057e-04	1.287362e-03
0.23697       	2.004992e-06	1.125272e-03	1.583420e-03	1.262556e-07	8.964742e-04	1.279070e-03
0.237576      	1.859068e-06	1.121740e-03	1.573661e-03	1.249904e-07	8.909160e-04	1.270664e-03
0.238182      	2.081608e-06	1.117501e-03	1.561097e-03	1.234242e-07	8.858868e-04	1.262587e-03
0.238788      	2.154692e-06	1.112941e-03	1.547625e-03	1.218307e-07	8.805206e-04	1.254572e-03
0.239394      	2.408292e-06	1.108480e-03	1.534191e-03	1.210260e-07	8.750148e-04	1.246605e-03
0.24          	2.225326e-06	1.104047e-03	1.520149e-03	1.203528e-07	8.697093e-04	1.238842e-03
0.240606      	2.597507e-06	1.099691e-03	1.506907e-03	1.197777e-07	8.638335e-04	1.230699e-03
0.241212      	2.322907e-06	1.094958e-03	1.494070e-03	1.205003e-07	8.578721e-04	1.222628e-03
0.241818      	2.591280e-06	1.091014e-03	1.482226e-03	1.217002e-07	8.508239e-04	1.214686e-03
0.242424      	2.822315e-06	1.087734e-03	1.473945e-03	1.231134e-07	8.419097e-04	1.206803e-03
0.24303       	2.503162e-06	1.084989e-03	1.466688e-03	1.243456e-07	8.317977e-04	1.198876e-03
0.243636      	2.814758e-06	1.082339e-03	1.461181e-03	1.250764e-07	8.226594e-04	1.192670e-03
0.244242      	2.241728e-06	1.078979e-03	1.459155e-03	1.249658e-07	8.208769e-04	1.185448e-03
0.244848      	2.151914e-06	1.078555e-03	1.461095e-03	1.240800e-07	8.254877e-04	1.178335e-03
0.245455      	2.193609e-06	1.079168e-03	1.469873e-03	1.227146e-07	8.283711e-04	1.172002e-03
0.246061      	2.266304e-06	1.080556e-03	1.479921e-03	1.211672e-07	8.296358e-04	1.166353e-03
0.246667      	2.485927e-06	1.081686e-03	1.489923e-03	1.195837e-07	8.329442e-04	1.161405e-03
0.247273      	2.532367e-06	1.082453e-03	1.496024e-03	1.181210e-07	8.375344e-04	1.156568e-03
0.247879      	3.096672e-06	1.082426e-03	1.499450e-03	1.168806e-07	8.432433e-04	1.151977e-03
0.248485      	2.955999e-06	1.080552e-03	1.501202e-03	1.163852e-07	8.472698e-04	1.146705e-03
0.249091      	2.954280e-06	1.079405e-03	1.499118e-03	1.189810e-07	8.490766e-04	1.140940e-03
0.249697      	2.883873e-06	1.077999e-03	1.495016e-03	1.216899e-07	8.475632e-04	1.134098e-03
0.250303      	2.786066e-06	1.076079e-03	1.488147e-03	1.241134e-07	8.448582e-04	1.126717e-03
0.250909      	2.621318e-06	1.074562e-03	1.483643e-03	1.262448e-07	8.412200e-04	1.118430e-03
0.251515      	2.418175e-06	1.073317e-03	1.481153e-03	1.281091e-07	8.368590e-04	1.109643e-03
0.252121      	2.158523e-06	1.072729e-03	1.481733e-03	1.295521e-07	8.329083e-04	1.101109e-03
0.252727      	2.278523e-06	1.072090e-03	1.485991e-03	1.306421e-07	8.287131e-04	1.092553e-03
0.253333      	2.328826e-06	1.073346e-03	1.490581e-03	1.312618e-07	8.231317e-04	1.086548e-03
0.253939      	2.071108e-06	1.075712e-03	1.499298e-03	1.311860e-07	8.246264e-04	1.080167e-03
0.254545      	1.928890e-06	1.078647e-03	1.508691e-03	1.305738e-07	8.256699e-04	1.073654e-03
0.255152      	1.888839e-06	1.080662e-03	1.515402e-03	1.295281e-07	8.241626e-04	1.066739e-03
0.255758      	1.870158e-06	1.082320e-03	1.519916e-03	1.282152e-07	8.222863e-04	1.059877e-03
0.256364      	2.234108e-06	1.083206e-03	1.521490e-03	1.266395e-07	8.196443e-04	1.054209e-03
0.25697       	1.845640e-06	1.082750e-03	1.523221e-03	1.251134e-07	8.211424e-04	1.048613e-03
0.257576      	1.714083e-06	1.081144e-03	1.520034e-03	1.234352e-07	8.234277e-04	1.043751e-03
0.258182      	1.693333e-06	1.079062e-03	1.517081e-03	1.223201e-07	8.243933e-04	1.038770e-03
0.258788      	1.707237e-06	1.074860e-03	1.507389e-03	1.212303e-07	8.235446e-04	1.033164e-03
0.259394      	1.787057e-06	1.069894e-03	1.496148e-03	1.202770e-07	8.207278e-04	1.026955e-03
0.26          	1.630504e-06	1.064269e-03	1.480593e-03	1.194855e-07	8.163723e-04	1.020310e-03
0.260606      	2.828463e-06	1.059002e-03	1.466977e-03	1.189564e-07	8.106453e-04	1.013738e-03
0.261212      	2.045277e-06	1.052754e-03	1.451093e-03	1.186477e-07	8.036578e-04	1.006550e-03
0.261818      	1.939390e-06	1.047748e-03	1.437205e-03	1.181861e-07	7.979946e-04	1.000424e-03
0.262424      	1.904320e-06	1.042548e-03	1.421648e-03	1.176683e-07	7.923186e-04	9.946643e-04
0.26303       	1.858247e-06	1.037848e-03	1.410958e-03	1.171366e-07	7.871924e-04	9.886991e-04
0.263636      	1.729663e-06	1.033367e-03	1.399035e-03	1.166276e-07	7.828319e-04	9.830317e-04
0.264242      	2.148864e-06	1.029597e-03	1.390498e-03	1.162046e-07	7.790327e-04	9.775973e-04
0.264848      	1.792931e-06	1.026584e-03	1.382466e-03	1.157984e-07	7.762588e-04	9.717531e-04
0.265455      	1.632901e-06	1.025271e-03	1.375836e-03	1.152125e-07	7.736367e-04	9.661759e-04
0.266061      	1.563456e-06	1.024802e-03	1.372351e-03	1.144629e-07	7.705701e-04	9.604360e-04
0.266667      	1.538163e-06	1.025189e-03	1.374051e-03	1.135479e-07	7.673008e-04	9.545051e-04
0.267273      	1.380959e-06	1.026565e-03	1.380785e-03	1.125188e-07	7.641230e-04	9.486776e-04
0.267879      	2.552534e-06	1.028578e-03	1.389598e-03	1.115136e-07	7.611955e-04	9.436283e-04
0.268485      	1.739165e-06	1.030454e-03	1.398695e-03	1.106381e-07	7.584228e-04	9.383821e-04
0.269091      	1.691963e-06	1.032260e-03	1.404270e-03	1.107352e-07	7.553351e-04	9.336424e-04
0.269697      	1.749098e-06	1.033224e-03	1.408101e-03	1.110871e-07	7.533122e-04	9.287586e-04
0.270303      	1.838731e-06	1.032930e-03	1.408089e-03	1.135379e-07	7.515380e-04	9.237574e-04
0.270909      	1.858617e-06	1.031773e-03	1.404579e-03	1.171569e-07	7.491046e-04	9.186146e-04
0.271515      	2.476841e-06	1.029303e-03	1.398019e-03	1.203464e-07	7.467686e-04	9.135422e-04
0.272121      	2.011329e-06	1.027433e-03	1.397133e-03	1.229079e-07	7.449834e-04	9.082967e-04
0.272727      	1.820267e-06	1.027204e-03	1.397483e-03	1.247662e-07	7.432080e-04	9.045123e-04
0.273333      	1.700211e-06	1.027658e-03	1.400782e-03	1.261407e-07	7.410433e-04	9.009333e-04
0.273939      	1.653858e-06	1.027386e-03	1.401851e-03	1.271198e-07	7.388401e-04	8.964276e-04
0.274545      	1.517615e-06	1.027344e-03	1.404301e-03	1.277438e-07	7.379552e-04	8.919968e-04
0.275152      	2.372645e-06	1.027084e-03	1.406064e-03	1.281098e-07	7.368567e-04	8.873105e-04
0.27569       	2.144408e-06	9.123172e-04	1.252005e-03	1.283613e-07	6.550553e-04	7.852375e-04
0.276229      	1.408101e-06	9.151881e-04	1.267031e-03	1.282203e-07	6.561955e-04	7.814296e-04
0.276768      	1.221321e-06	9.138987e-04	1.265658e-03	1.279959e-07	6.568191e-04	7.779605e-04
0.277306      	1.082035e-06	9.128648e-04	1.263011e-03	1.276079e-07	6.572137e-04	7.742861e-04
0.277845      	1.076958e-06	9.121949e-04	1.262108e-03	1.270981e-07	6.577906e-04	7.703911e-04
0.278384      	1.213195e-06	9.119931e-04	1.261902e-03	1.264831e-07	6.580717e-04	7.664147e-04
0.278923      	1.299066e-06	9.112807e-04	1.260307e-03	1.257605e-07	6.583808e-04	7.627736e-04
0.279461      	1.369545e-06	9.104196e-04	1.260500e-03	1.249171e-07	6.579521e-04	7.595299e-04
0.28          	1.236091e-06	9.090280e-04	1.258706e-03	1.238494e-07	6.580598e-04	7.562088e-04
0.280588      	1.969089e-06	9.900424e-04	1.370498e-03	1.227053e-07	7.212574e-04	8.213394e-04
0.281176      	1.510649e-06	9.866320e-04	1.362411e-03	1.214733e-07	7.228939e-04	8.176225e-04
0.281765      	1.468720e-06	9.825253e-04	1.351414e-03	1.202983e-07	7.239372e-04	8.137633e-04
0.282353      	1.642078e-06	9.787740e-04	1.342959e-03	1.195788e-07	7.261665e-04	8.097990e-04
0.282941      	1.527732e-06	9.754389e-04	1.332737e-03	1.188203e-07	7.277821e-04	8.054716e-04
0.283529      	1.594494e-06	9.722528e-04	1.323078e-03	1.180640e-07	7.282877e-04	8.010980e-04
0.284118      	1.599892e-06	9.691239e-04	1.312881e-03	1.172596e-07	7.291248e-04	7.966099e-04
0.284706      	1.497765e-06	9.660681e-04	1.302606e-03	1.163492e-07	7.286994e-04	7.927052e-04
0.285294      	2.084660e-06	9.630643e-04	1.292297e-03	1.155244e-07	7.282108e-04	7.897078e-04
0.285882      	1.668990e-06	9.602887e-04	1.285471e-03	1.149240e-07	7.252568e-04	7.858987e-04
0.286471      	1.555953e-06	9.573034e-04	1.277094e-03	1.143712e-07	7.170671e-04	7.812450e-04
0.287059      	1.558721e-06	9.549762e-04	1.270925e-03	1.144855e-07	7.091042e-04	7.769827e-04
0.287647      	1.575330e-06	9.535997e-04	1.264795e-03	1.148105e-07	7.111942e-04	7.737700e-04
0.288235      	1.636075e-06	9.522137e-04	1.259542e-03	1.151425e-07	7.087488e-04	7.708596e-04
0.288824      	1.597193e-06	9.510655e-04	1.255347e-03	1.155289e-07	7.094648e-04	7.684932e-04
0.289412      	1.781171e-06	9.492796e-04	1.251868e-03	1.159532e-07	7.096416e-04	7.666585e-04
0.29          	1.592267e-06	9.477275e-04	1.248154e-03	1.164076e-07	7.044338e-04	7.637110e-04
0.290588      	1.688971e-06	9.464277e-04	1.245083e-03	1.167937e-07	6.953538e-04	7.584669e-04
0.291176      	1.565808e-06	9.457042e-04	1.243110e-03	1.170339e-07	6.921332e-04	7.541584e-04
0.291765      	2.110636e-06	9.455462e-04	1.244935e-03	1.172184e-07	6.904741e-04	7.505107e-04
0.292353      	1.762906e-06	9.457973e-04	1.248806e-03	1.173929e-07	6.903414e-04	7.459466e-04
0.292941      	1.555076e-06	9.465625e-04	1.254185e-03	1.173892e-07	6.940613e-04	7.418042e-04
0.293529      	1.506497e-06	9.476584e-04	1.259638e-03	1.173284e-07	6.960395e-04	7.372388e-04
0.294118      	1.437899e-06	9.489529e-04	1.265950e-03	1.171871e-07	6.975335e-04	7.325606e-04
0.294706      	1.470031e-06	9.504845e-04	1.272318e-03	1.169697e-07	6.955670e-04	7.283915e-04
0.295294      	1.661566e-06	9.519508e-04	1.277832e-03	1.175047e-07	6.968764e-04	7.244707e-04
0.295882      	1.586122e-06	9.531736e-04	1.282569e-03	1.190821e-07	6.987422e-04	7.208702e-04
0.296471      	1.410456e-06	9.547404e-04	1.287895e-03	1.204232e-07	7.014323e-04	7.179769e-04
0.297059      	1.459029e-06	9.557827e-04	1.290599e-03	1.215726e-07	7.053043e-04	7.152837e-04
0.297647      	1.505981e-06	9.562845e-04	1.292820e-03	1.225647e-07	7.094820e-04	7.128359e-04
0.298235      	1.619489e-06	9.557254e-04	1.291799e-03	1.234172e-07	7.126614e-04	7.105316e-04
0.298824      	1.714372e-06	9.543688e-04	1.291366e-03	1.241761e-07	7.150478e-04	7.074347e-04
0.299412      	1.586044e-06	9.527150e-04	1.289024e-03	1.247040e-07	7.168783e-04	7.038999e-04
0.3           	1.595559e-06	9.511956e-04	1.286824e-03	1.250636e-07	7.188484e-04	7.007013e-04
0.300588      	1.582020e-06	9.490062e-04	1.281276e-03	1.252343e-07	7.205352e-04	6.975107e-04
0.301176      	1.570197e-06	9.481902e-04	1.279958e-03	1.252757e-07	7.219345e-04	6.944029e-04
0.301765      	1.641340e-06	9.467970e-04	1.277825e-03	1.252382e-07	7.226985e-04	6.910616e-04
0.302353      	1.492919e-06	9.454392e-04	1.276142e-03	1.249940e-07	7.231316e-04	6.883590e-04
0.302941      	1.491901e-06	9.440364e-04	1.273727e-03	1.245086e-07	7.251622e-04	6.860667e-04
0.303529      	1.436169e-06	9.427273e-04	1.273579e-03	1.237818e-07	7.283356e-04	6.838168e-04
0.304118      	1.474177e-06	9.410727e-04	1.272489e-03	1.229488e-07	7.309707e-04	6.811358e-04
0.304706      	1.428137e-06	9.385088e-04	1.270109e-03	1.221036e-07	7.391491e-04	6.783468e-04
0.305294      	1.360287e-06	9.354937e-04	1.262868e-03	1.212428e-07	7.464720e-04	6.756453e-04
0.305882      	1.462926e-06	9.328164e-04	1.255727e-03	1.204339e-07	7.526214e-04	6.727374e-04
0.306471      	1.519415e-06	9.303424e-04	1.249090e-03	1.196428e-07	7.603520e-04	6.705493e-04
0.307059      	1.603907e-06	9.281703e-04	1.242955e-03	1.187919e-07	7.812314e-04	6.715395e-04
0.307647      	1.637257e-06	9.257463e-04	1.237291e-03	1.180514e-07	7.849696e-04	6.698795e-04
0.308235      	1.504226e-06	9.234846e-04	1.231303e-03	1.171925e-07	7.810993e-04	6.674628e-04
0.308824      	1.569188e-06	9.210888e-04	1.225016e-03	1.163711e-07	7.776125e-04	6.643458e-04
0.309412      	1.415102e-06	9.188920e-04	1.219085e-03	1.158661e-07	7.787479e-04	6.606334e-04
0.31          	1.665628e-06	9.167740e-04	1.212667e-03	1.157996e-07	7.654466e-04	6.533963e-04
0.310588      	1.494881e-06	9.150367e-04	1.207108e-03	1.163015e-07	7.795202e-04	6.501460e-04
0.311176      	1.437595e-06	9.138151e-04	1.201535e-03	1.169089e-07	7.470057e-04	6.427182e-04
0.311765      	1.486991e-06	9.130108e-04	1.196168e-03	1.178351e-07	7.357813e-04	6.359549e-04
0.312353      	1.454179e-06	9.124091e-04	1.191336e-03	1.183304e-07	7.312030e-04	6.310832e-04
