alpha.water,p_rgh,total(p)_coeff,p,U:0,U:1,U:2,x/c,Points:0,Points:1,Points:2,Point ID,Block Number
1,19349.3,-0.0758392,19349.3,0,0,0,0.3,0.3,-0.1,-0.060007,0,2
1,19349.3,-0.0758392,19349.3,0,0,0,0.3,0.3,0.1,-0.060007,1,2
1,19369,-0.0742676,19369,0,0,0,0.289419,0.289419,0.1,-0.0599836,2,2
1,19369,-0.0742676,19369,0,0,0,0.289419,0.289419,-0.1,-0.0599836,3,2
1,19387.8,-0.0727676,19387.8,0,0,0,0.279122,0.279122,0.1,-0.0599097,4,2
1,19387.8,-0.0727676,19387.8,0,0,0,0.279122,0.279122,-0.1,-0.0599097,5,2
1,19411.7,-0.0708599,19411.7,0,0,0,0.269103,0.269103,0.1,-0.0597874,6,2
1,19411.7,-0.0708599,19411.7,0,0,0,0.269103,0.269103,-0.1,-0.0597874,7,2
1,19439.8,-0.0686196,19439.8,0,0,0,0.259355,0.259355,0.1,-0.0596184,8,2
1,19439.8,-0.0686196,19439.8,0,0,0,0.259355,0.259355,-0.1,-0.0596184,9,2
1,19472.5,-0.0660142,19472.5,0,0,0,0.24987,0.24987,0.1,-0.0594042,10,2
1,19472.5,-0.0660142,19472.5,0,0,0,0.24987,0.24987,-0.1,-0.0594042,11,2
1,19509.6,-0.0630525,19509.6,0,0,0,0.240641,0.240641,0.1,-0.0591467,12,2
1,19509.6,-0.0630525,19509.6,0,0,0,0.240641,0.240641,-0.1,-0.0591467,13,2
1,19551.2,-0.059731,19551.2,0,0,0,0.231662,0.231662,0.1,-0.0588474,14,2
1,19551.2,-0.059731,19551.2,0,0,0,0.231662,0.231662,-0.1,-0.0588474,15,2
1,19597.4,-0.056051,19597.4,0,0,0,0.222927,0.222927,0.1,-0.0585081,16,2
1,19597.4,-0.056051,19597.4,0,0,0,0.222927,0.222927,-0.1,-0.0585081,17,2
1,19648.3,-0.0519909,19648.3,0,0,0,0.214429,0.214429,0.1,-0.05813,18,2
1,19648.3,-0.0519909,19648.3,0,0,0,0.214429,0.214429,-0.1,-0.05813,19,2
1,19704,-0.0475436,19704,0,0,0,0.206161,0.206161,0.1,-0.0577147,20,2
1,19704,-0.0475436,19704,0,0,0,0.206161,0.206161,-0.1,-0.0577147,21,2
1,19764.7,-0.0426998,19764.7,0,0,0,0.198119,0.198119,0.1,-0.0572636,22,2
1,19764.7,-0.0426998,19764.7,0,0,0,0.198119,0.198119,-0.1,-0.0572636,23,2
1,19830.7,-0.0374392,19830.7,0,0,0,0.190295,0.190295,0.1,-0.056778,24,2
