alpha.water,p_rgh,total(p)_coeff,p,U:0,U:1,U:2,x/c,Points:0,Points:1,Points:2,Point ID,Block Number
1,18763.7,-0.122556,18763.7,0,0,0,0.3,0.3,-0.1,-0.060007,0,2
1,18763.7,-0.122556,18763.7,0,0,0,0.3,0.3,0.1,-0.060007,1,2
1,18788,-0.120612,18788,0,0,0,0.282458,0.282458,0.1,-0.0599394,2,2
1,18788,-0.120612,18788,0,0,0,0.282458,0.282458,-0.1,-0.0599394,3,2
1,18820.9,-0.117994,18820.9,0,0,0,0.26575,0.26575,0.1,-0.0597349,4,2
1,18820.9,-0.117994,18820.9,0,0,0,0.26575,0.26575,-0.1,-0.0597349,5,2
1,18866,-0.114394,18866,0,0,0,0.249838,0.249838,0.1,-0.0594034,6,2
1,18866,-0.114394,18866,0,0,0,0.249838,0.249838,-0.1,-0.0594034,7,2
1,18923.1,-0.10984,18923.1,0,0,0,0.234684,0.234684,0.1,-0.0589537,8,2
1,18923.1,-0.10984,18923.1,0,0,0,0.234684,0.234684,-0.1,-0.0589537,9,2
1,18992,-0.104345,18992,0,0,0,0.220255,0.220255,0.1,-0.0583944,10,2
1,18992,-0.104345,18992,0,0,0,0.220255,0.220255,-0.1,-0.0583944,11,2
1,19073.2,-0.0978616,19073.2,0,0,0,0.206516,0.206516,0.1,-0.0577335,12,2
1,19073.2,-0.0978616,19073.2,0,0,0,0.206516,0.206516,-0.1,-0.0577335,13,2
1,19167.3,-0.0903579,19167.3,0,0,0,0.193436,0.193436,0.1,-0.0569786,14,2
1,19167.3,-0.0903579,19167.3,0,0,0,0.193436,0.193436,-0.1,-0.0569786,15,2
1,19274,-0.0818432,19274,0,0,0,0.180985,0.180985,0.1,-0.0561368,16,2
1,19274,-0.0818432,19274,0,0,0,0.180985,0.180985,-0.1,-0.0561368,17,2
1,19394,-0.072271,19394,0,0,0,0.169133,0.169133,0.1,-0.0552147,18,2
1,19394,-0.072271,19394,0,0,0,0.169133,0.169133,-0.1,-0.0552147,19,2
1,19528.4,-0.0615542,19528.4,0,0,0,0.157854,0.157854,0.1,-0.0542186,20,2
1,19528.4,-0.0615542,19528.4,0,0,0,0.157854,0.157854,-0.1,-0.0542186,21,2
1,19677.2,-0.0496839,19677.2,0,0,0,0.147122,0.147122,0.1,-0.0531537,22,2
1,19677.2,-0.0496839,19677.2,0,0,0,0.147122,0.147122,-0.1,-0.0531537,23,2
1,19840.6,-0.0366482,19840.6,0,0,0,0.136911,0.136911,0.1,-0.0520255,24,2
1,19840.6,-0.0366482,19840.6,0,0,0,0.136911,0.136911,-0.1,-0.0520255,25,2
1,20020.5,-0.0222962,20020.5,0,0,0,0.127198,0.127198,0.1,-0.0508387,26,2
1,20020.5,-0.0222962,20020.5,0,0,0,0.127198,0.127198,-0.1,-0.0508387,27,2
1,20216.9,-0.00662816,20216.9,0,0,0,0.117961,0.117961,0.1,-0.0495975,28,2
1,20216.9,-0.00662816,20216.9,0,0,0,0.117961,0.117961,-0.1,-0.0495975,29,2
1,20430,0.0103739,20430,0,0,0,0.109177,0.109177,0.1,-0.0483057,30,2
1,20430,0.0103739,20430,0,0,0,0.109177,0.109177,-0.1,-0.0483057,31,2
1,20663,0.0289541,20663,0,0,0,0.100827,0.100827,0.1,-0.0469665,32,2
1,20663,0.0289541,20663,0,0,0,0.100827,0.100827,-0.1,-0.0469665,33,2
1,20917,0.0492187,20917,0,0,0,0.0928917,0.0928917,0.1,-0.0455829,34,2
1,20917,0.0492187,20917,0,0,0,0.0928917,0.0928917,-0.1,-0.0455829,35,2
1,21192.1,0.0711651,21192.1,0,0,0,0.0853528,0.0853528,0.1,-0.0441572,36,2
1,21192.1,0.0711651,21192.1,0,0,0,0.0853528,0.0853528,-0.1,-0.0441572,37,2
1,21490,0.0949256,21490,0,0,0,0.078193,0.078193,0.1,-0.0426912,38,2
1,21490,0.0949256,21490,0,0,0,0.078193,0.078193,-0.1,-0.0426912,39,2
1,21814.6,0.120823,21814.6,0,0,0,0.0713962,0.0713962,0.1,-0.0411867,40,2
1,21814.6,0.120823,21814.6,0,0,0,0.0713962,0.0713962,-0.1,-0.0411867,41,2
1,22169.4,0.149131,22169.4,0,0,0,0.0649473,0.0649473,0.1,-0.0396443,42,2
1,22169.4,0.149131,22169.4,0,0,0,0.0649473,0.0649473,-0.1,-0.0396443,43,2
1,22555.3,0.17991,22555.3,0,0,0,0.0588321,0.0588321,0.1,-0.0380645,44,2
1,22555.3,0.17991,22555.3,0,0,0,0.0588321,0.0588321,-0.1,-0.0380645,45,2
1,22974.9,0.21338,22974.9,0,0,0,0.0530375,0.0530375,0.1,-0.0364472,46,2
1,22974.9,0.21338,22974.9,0,0,0,0.0530375,0.0530375,-0.1,-0.0364472,47,2
1,23435.6,0.250137,23435.6,0,0,0,0.0475513,0.0475513,0.1,-0.0347917,48,2
1,23435.6,0.250137,23435.6,0,0,0,0.0475513,0.0475513,-0.1,-0.0347917,49,2
1,23944.1,0.290699,23944.1,0,0,0,0.0423628,0.0423628,0.1,-0.0330967,50,2
1,23944.1,0.290699,23944.1,0,0,0,0.0423628,0.0423628,-0.1,-0.0330967,51,2
1,24503,0.335282,24503,0,0,0,0.0374623,0.0374623,0.1,-0.0313599,52,2
1,24503,0.335282,24503,0,0,0,0.0374623,0.0374623,-0.1,-0.0313599,53,2
1,25113.9,0.384018,25113.9,0,0,0,0.0328414,0.0328414,0.1,-0.0295785,54,2
1,25113.9,0.384018,25113.9,0,0,0,0.0328414,0.0328414,-0.1,-0.0295785,55,2
1,25788.7,0.437845,25788.7,0,0,0,0.0284936,0.0284936,0.1,-0.0277486,56,2
1,25788.7,0.437845,25788.7,0,0,0,0.0284936,0.0284936,-0.1,-0.0277486,57,2
1,26541.4,0.497897,26541.4,0,0,0,0.0244141,0.0244141,0.1,-0.0258654,58,2
1,26541.4,0.497897,26541.4,0,0,0,0.0244141,0.0244141,-0.1,-0.0258654,59,2
1,27374,0.564316,27374,0,0,0,0.0206005,0.0206005,0.1,-0.0239228,60,2
1,27374,0.564316,27374,0,0,0,0.0206005,0.0206005,-0.1,-0.0239228,61,2
1,28291.6,0.637511,28291.6,0,0,0,0.0170534,0.0170534,0.1,-0.0219133,62,2
1,28291.6,0.637511,28291.6,0,0,0,0.0170534,0.0170534,-0.1,-0.0219133,63,2
1,29296.9,0.717705,29296.9,0,0,0,0.0137769,0.0137769,0.1,-0.019828,64,2
1,29296.9,0.717705,29296.9,0,0,0,0.0137769,0.0137769,-0.1,-0.019828,65,2
1,30359.3,0.802456,30359.3,0,0,0,0.0107812,0.0107812,0.1,-0.0176572,66,2
1,30359.3,0.802456,30359.3,0,0,0,0.0107812,0.0107812,-0.1,-0.0176572,67,2
1,31417.1,0.886842,31417.1,0,0,0,0.00808337,0.00808337,0.1,-0.0153912,68,2
1,31417.1,0.886842,31417.1,0,0,0,0.00808337,0.00808337,-0.1,-0.0153912,69,2
1,32370.9,0.962931,32370.9,0,0,0,0.0057086,0.0057086,0.1,-0.0130209,70,2
1,32370.9,0.962931,32370.9,0,0,0,0.0057086,0.0057086,-0.1,-0.0130209,71,2
1,32990.1,1.01232,32990.1,0,0,0,0.00368739,0.00368739,0.1,-0.0105355,72,2
1,32990.1,1.01232,32990.1,0,0,0,0.00368739,0.00368739,-0.1,-0.0105355,73,2
1,32941.9,1.00848,32941.9,0,0,0,0.00207316,0.00207316,0.1,-0.0079534,74,2
1,32941.9,1.00848,32941.9,0,0,0,0.00207316,0.00207316,-0.1,-0.0079534,75,2
1,31876.2,0.923462,31876.2,0,0,0,0.000907224,0.000907224,0.1,-0.00529644,76,2
1,31876.2,0.923462,31876.2,0,0,0,0.000907224,0.000907224,-0.1,-0.00529644,77,2
1,29588.8,0.740991,29588.8,0,0,0,0.000219136,0.000219136,0.1,-0.00261997,78,2
1,29588.8,0.740991,29588.8,0,0,0,0.000219136,0.000219136,-0.1,-0.00261997,79,2
1,26182.6,0.469272,26182.6,0,0,0,0,0,0.1,0,80,2
1,26182.6,0.469272,26182.6,0,0,0,0,0,-0.1,0,81,2
1,21981.1,0.134106,21981.1,0,0,0,1,1,-0.1,-1.66533e-17,82,2
1,21981.1,0.134106,21981.1,0,0,0,1,1,0.1,-1.65202e-17,83,2
1,22043.2,0.139057,22043.2,0,0,0,0.982602,0.982602,0.1,-0.00250059,84,2
1,22043.2,0.139057,22043.2,0,0,0,0.982602,0.982602,-0.1,-0.00250059,85,2
1,21669.3,0.10923,21669.3,0,0,0,0.965196,0.965196,0.1,-0.00494698,86,2
1,21669.3,0.10923,21669.3,0,0,0,0.965196,0.965196,-0.1,-0.00494698,87,2
1,21320.2,0.0813877,21320.2,0,0,0,0.947783,0.947783,0.1,-0.00734114,88,2
1,21320.2,0.0813877,21320.2,0,0,0,0.947783,0.947783,-0.1,-0.00734114,89,2
1,21068.5,0.0613028,21068.5,0,0,0,0.930364,0.930364,0.1,-0.00968462,90,2
1,21068.5,0.0613028,21068.5,0,0,0,0.930364,0.930364,-0.1,-0.00968462,91,2
1,20857.5,0.0444704,20857.5,0,0,0,0.912937,0.912937,0.1,-0.0119788,92,2
1,20857.5,0.0444704,20857.5,0,0,0,0.912937,0.912937,-0.1,-0.0119788,93,2
1,20685,0.0307086,20685,0,0,0,0.895505,0.895505,0.1,-0.0142252,94,2
1,20685,0.0307086,20685,0,0,0,0.895505,0.895505,-0.1,-0.0142252,95,2
1,20537.6,0.0189564,20537.6,0,0,0,0.878066,0.878066,0.1,-0.0164248,96,2
1,20537.6,0.0189564,20537.6,0,0,0,0.878066,0.878066,-0.1,-0.0164248,97,2
1,20409.2,0.00871013,20409.2,0,0,0,0.860622,0.860622,0.1,-0.0185787,98,2
1,20409.2,0.00871013,20409.2,0,0,0,0.860622,0.860622,-0.1,-0.0185787,99,2
1,20294.1,-0.00047325,20294.1,0,0,0,0.843172,0.843172,0.1,-0.0206878,100,2
1,20294.1,-0.00047325,20294.1,0,0,0,0.843172,0.843172,-0.1,-0.0206878,101,2
1,20189.5,-0.00881119,20189.5,0,0,0,0.825717,0.825717,0.1,-0.0227529,102,2
1,20189.5,-0.00881119,20189.5,0,0,0,0.825717,0.825717,-0.1,-0.0227529,103,2
1,20093.9,-0.016438,20093.9,0,0,0,0.808257,0.808257,0.1,-0.0247743,104,2
1,20093.9,-0.016438,20093.9,0,0,0,0.808257,0.808257,-0.1,-0.0247743,105,2
1,20005.5,-0.0234909,20005.5,0,0,0,0.790792,0.790792,0.1,-0.0267527,106,2
1,20005.5,-0.0234909,20005.5,0,0,0,0.790792,0.790792,-0.1,-0.0267527,107,2
1,19923.2,-0.0300575,19923.2,0,0,0,0.773322,0.773322,0.1,-0.0286881,108,2
1,19923.2,-0.0300575,19923.2,0,0,0,0.773322,0.773322,-0.1,-0.0286881,109,2
1,19846,-0.0362174,19846,0,0,0,0.755848,0.755848,0.1,-0.0305807,110,2
1,19846,-0.0362174,19846,0,0,0,0.755848,0.755848,-0.1,-0.0305807,111,2
1,19773.1,-0.0420343,19773.1,0,0,0,0.738368,0.738368,0.1,-0.0324304,112,2
1,19773.1,-0.0420343,19773.1,0,0,0,0.738368,0.738368,-0.1,-0.0324304,113,2
1,19703.9,-0.0475491,19703.9,0,0,0,0.720885,0.720885,0.1,-0.0342368,114,2
1,19703.9,-0.0475491,19703.9,0,0,0,0.720885,0.720885,-0.1,-0.0342368,115,2
1,19638,-0.0528089,19638,0,0,0,0.703396,0.703396,0.1,-0.0359994,116,2
1,19638,-0.0528089,19638,0,0,0,0.703396,0.703396,-0.1,-0.0359994,117,2
1,19574.7,-0.0578619,19574.7,0,0,0,0.685904,0.685904,0.1,-0.0377176,118,2
1,19574.7,-0.0578619,19574.7,0,0,0,0.685904,0.685904,-0.1,-0.0377176,119,2
1,19513.7,-0.0627243,19513.7,0,0,0,0.668407,0.668407,0.1,-0.0393906,120,2
1,19513.7,-0.0627243,19513.7,0,0,0,0.668407,0.668407,-0.1,-0.0393906,121,2
1,19454.9,-0.0674164,19454.9,0,0,0,0.650906,0.650906,0.1,-0.0410172,122,2
1,19454.9,-0.0674164,19454.9,0,0,0,0.650906,0.650906,-0.1,-0.0410172,123,2
1,19397.9,-0.0719625,19397.9,0,0,0,0.6334,0.6334,0.1,-0.0425962,124,2
1,19397.9,-0.0719625,19397.9,0,0,0,0.6334,0.6334,-0.1,-0.0425962,125,2
1,19342.7,-0.0763704,19342.7,0,0,0,0.61589,0.61589,0.1,-0.0441262,126,2
1,19342.7,-0.0763704,19342.7,0,0,0,0.61589,0.61589,-0.1,-0.0441262,127,2
1,19289,-0.0806482,19289,0,0,0,0.598376,0.598376,0.1,-0.0456054,128,2
1,19289,-0.0806482,19289,0,0,0,0.598376,0.598376,-0.1,-0.0456054,129,2
1,19236.9,-0.0848086,19236.9,0,0,0,0.580857,0.580857,0.1,-0.0470319,130,2
1,19236.9,-0.0848086,19236.9,0,0,0,0.580857,0.580857,-0.1,-0.0470319,131,2
1,19186.2,-0.08885,19186.2,0,0,0,0.563334,0.563334,0.1,-0.0484036,132,2
1,19186.2,-0.08885,19186.2,0,0,0,0.563334,0.563334,-0.1,-0.0484036,133,2
1,19137.1,-0.0927703,19137.1,0,0,0,0.545806,0.545806,0.1,-0.0497181,134,2
1,19137.1,-0.0927703,19137.1,0,0,0,0.545806,0.545806,-0.1,-0.0497181,135,2
1,19089.5,-0.0965645,19089.5,0,0,0,0.528274,0.528274,0.1,-0.0509726,136,2
1,19089.5,-0.0965645,19089.5,0,0,0,0.528274,0.528274,-0.1,-0.0509726,137,2
1,19043.7,-0.100215,19043.7,0,0,0,0.510738,0.510738,0.1,-0.0521643,138,2
1,19043.7,-0.100215,19043.7,0,0,0,0.510738,0.510738,-0.1,-0.0521643,139,2
1,18999.9,-0.103711,18999.9,0,0,0,0.493197,0.493197,0.1,-0.0532899,140,2
1,18999.9,-0.103711,18999.9,0,0,0,0.493197,0.493197,-0.1,-0.0532899,141,2
1,18958.2,-0.10704,18958.2,0,0,0,0.475652,0.475652,0.1,-0.0543458,142,2
