alpha.water,yPlus,p_rgh,total(p)_coeff,p,U:0,U:1,U:2,x/c,Points:0,Points:1,Points:2,Point ID,Block Number
1,31.5847,16928.2,-0.268978,16928.2,0,0,0,0.3,0.3,-0.1,-0.060007,0,2
1,31.5847,16928.2,-0.268978,16928.2,0,0,0,0.3,0.3,0.1,-0.060007,1,2
1,31.391,17005.2,-0.262835,17005.2,0,0,0,0.289419,0.289419,0.1,-0.0599836,2,2
1,31.391,17005.2,-0.262835,17005.2,0,0,0,0.289419,0.289419,-0.1,-0.0599836,3,2
1,31.1109,17074.7,-0.257289,17074.7,0,0,0,0.279122,0.279122,0.1,-0.0599097,4,2
1,31.1109,17074.7,-0.257289,17074.7,0,0,0,0.279122,0.279122,-0.1,-0.0599097,5,2
1,30.8433,17148.2,-0.251431,17148.2,0,0,0,0.269103,0.269103,0.1,-0.0597874,6,2
1,30.8433,17148.2,-0.251431,17148.2,0,0,0,0.269103,0.269103,-0.1,-0.0597874,7,2
1,30.5835,17225.1,-0.245295,17225.1,0,0,0,0.259355,0.259355,0.1,-0.0596184,8,2
1,30.5835,17225.1,-0.245295,17225.1,0,0,0,0.259355,0.259355,-0.1,-0.0596184,9,2
1,30.331,17306,-0.238841,17306,0,0,0,0.24987,0.24987,0.1,-0.0594042,10,2
1,30.331,17306,-0.238841,17306,0,0,0,0.24987,0.24987,-0.1,-0.0594042,11,2
1,30.0849,17390.4,-0.23211,17390.4,0,0,0,0.240641,0.240641,0.1,-0.0591467,12,2
1,30.0849,17390.4,-0.23211,17390.4,0,0,0,0.240641,0.240641,-0.1,-0.0591467,13,2
1,29.845,17478,-0.225119,17478,0,0,0,0.231662,0.231662,0.1,-0.0588474,14,2
1,29.845,17478,-0.225119,17478,0,0,0,0.231662,0.231662,-0.1,-0.0588474,15,2
1,29.6103,17569.4,-0.217831,17569.4,0,0,0,0.222927,0.222927,0.1,-0.0585081,16,2
1,29.6103,17569.4,-0.217831,17569.4,0,0,0,0.222927,0.222927,-0.1,-0.0585081,17,2
1,29.3801,17665.1,-0.210195,17665.1,0,0,0,0.214429,0.214429,0.1,-0.05813,18,2
1,29.3801,17665.1,-0.210195,17665.1,0,0,0,0.214429,0.214429,-0.1,-0.05813,19,2
1,29.1547,17764.8,-0.202241,17764.8,0,0,0,0.206161,0.206161,0.1,-0.0577147,20,2
1,29.1547,17764.8,-0.202241,17764.8,0,0,0,0.206161,0.206161,-0.1,-0.0577147,21,2
1,28.9347,17868.4,-0.193979,17868.4,0,0,0,0.198119,0.198119,0.1,-0.0572636,22,2
1,28.9347,17868.4,-0.193979,17868.4,0,0,0,0.198119,0.198119,-0.1,-0.0572636,23,2
1,28.72,17976.7,-0.185337,17976.7,0,0,0,0.190295,0.190295,0.1,-0.056778,24,2
1,28.72,17976.7,-0.185337,17976.7,0,0,0,0.190295,0.190295,-0.1,-0.056778,25,2
1,28.5104,18089.8,-0.176312,18089.8,0,0,0,0.182686,0.182686,0.1,-0.0562592,26,2
1,28.5104,18089.8,-0.176312,18089.8,0,0,0,0.182686,0.182686,-0.1,-0.0562592,27,2
1,28.3062,18207.6,-0.166916,18207.6,0,0,0,0.175284,0.175284,0.1,-0.0557086,28,2
1,28.3062,18207.6,-0.166916,18207.6,0,0,0,0.175284,0.175284,-0.1,-0.0557086,29,2
1,28.1073,18330.2,-0.157137,18330.2,0,0,0,0.168085,0.168085,0.1,-0.0551271,30,2
1,28.1073,18330.2,-0.157137,18330.2,0,0,0,0.168085,0.168085,-0.1,-0.0551271,31,2
